Grain #,,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
167,,0.08250000000000002,0.32410224072142874,89.15215121901288,0.47694565247016335,0.2207703720388203,1.0414213562373094,213.0,213.6060606060606,217.0
168,,2.4375000000000004,1.7616814099864824,16.35137255976218,2.349740982002824,1.3653877308046873,6.637005768508883,77.0,206.23179487179488,241.0
169,,1.4525000000000003,1.3599192765483634,-41.86450202713237,1.641682272749871,1.1823058674102986,5.316295090390226,134.0,196.8382099827883,219.0
170,,5.017500000000001,2.527544147133474,76.62547605491845,2.9866843632094957,2.2021282005464915,9.456244584051394,135.0,200.72546088689586,218.0
171,,7.670000000000002,3.125019569237719,70.3710052727354,3.5500228266208604,2.9327303161652942,12.437615433949869,144.0,210.39406779661016,225.0
172,,1.1225000000000003,1.1954962939989486,72.44976042723371,1.626102439163244,1.0135391134910046,5.179898987322333,114.0,198.33184855233853,220.0
173,,9.715000000000002,3.517033149844071,-84.83944300281286,8.231751976356804,1.9478352956132488,19.31218433538229,101.0,207.53165208440555,243.0
174,,0.9975000000000002,1.1269678104867615,0.44491292328509363,1.4271847811050753,0.9904483635486389,4.6763455967290595,143.0,197.3358395989975,216.0
175,,1.7900000000000003,1.5096684354771222,62.945423029825506,2.270194235344532,1.1103415231239082,6.450914498161483,141.0,198.10474860335196,231.0
176,,2.6700000000000004,1.8437867513470434,39.32065361037119,2.2531393492157163,1.6008383788377032,6.7006096654409895,103.0,204.18913857677902,231.0
177,,6.010000000000002,2.7662555311934454,-70.87014529468867,3.920246897581903,2.1363745371065153,11.620153313703995,61.0,205.13851913477538,224.0
178,,9.782500000000002,3.529230205919094,88.63141859377939,7.6560149939180455,1.6932543020582704,17.968071785686863,98.0,202.71530794786608,220.0
179,,0.6650000000000001,0.9201653640780463,49.51910987998815,1.0802087435050491,0.8439257278569534,3.6988329701443505,139.0,205.1390977443609,217.0
180,,2.2225000000000006,1.6821934752500676,60.08176197976882,2.214597447432121,1.368057660169276,6.948832970144351,178.0,213.72665916760405,235.0
181,,1.8400000000000003,1.5306079714651624,52.19541439043614,2.170461877713435,1.1762716073145412,6.448832970144352,90.0,208.4538043478261,239.0
182,,1.3150000000000002,1.2939513133525307,76.95153545601853,1.4634160167960142,1.2034405999033286,4.669543648263006,138.0,200.38593155893537,219.0
183,,4.335000000000001,2.3493602164050813,-87.00177518495099,3.474932323473569,1.7129209914385397,9.471320343559645,102.0,201.40945790080738,227.0
184,,2.1225000000000005,1.64391329871754,78.20120389137868,2.715585839347662,1.073702520157811,7.681980515339466,104.0,203.85394581861013,224.0
185,,1.7575000000000003,1.4959005648344574,49.64896327061104,1.6163399507786114,1.4564436124636368,5.469543648263006,107.0,196.67140825035563,222.0
186,,1.6225000000000003,1.437299955239964,89.23003263010273,2.465603876432874,0.9757798230171919,6.547361107568207,94.0,206.22804314329738,220.0
187,,1.7150000000000003,1.4777028859756633,-88.79016301268666,2.7830520949485624,0.8335610946126897,6.343502884254441,92.0,199.87609329446065,222.0
